timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1710916355900,89,Login,200,OK,172.19.252.203:1099-Thread Group 1-1,text,true,,2057,334,1,1,https://api-stage.indonesia-hix.id/ehealth/v1/login/faskes,89,0,26
1710916355867,131,Login,200,OK,172.19.252.204:1099-Thread Group 1-1,text,true,,2057,334,1,1,https://api-stage.indonesia-hix.id/ehealth/v1/login/faskes,131,0,59
1710916355796,287,Login,200,OK,172.19.252.206:1099-Thread Group 1-1,text,true,,2057,334,1,1,https://api-stage.indonesia-hix.id/ehealth/v1/login/faskes,287,0,132
1710916355820,283,Login,200,OK,172.19.252.205:1099-Thread Group 1-1,text,true,,2057,334,1,1,https://api-stage.indonesia-hix.id/ehealth/v1/login/faskes,283,0,160
1710916356230,53,Login,200,OK,172.19.252.203:1099-Thread Group 1-2,text,true,,2057,334,2,2,https://api-stage.indonesia-hix.id/ehealth/v1/login/faskes,53,0,19
1710916356563,834,Login,200,OK,172.19.252.203:1099-Thread Group 1-3,text,true,,2057,334,4,4,https://api-stage.indonesia-hix.id/ehealth/v1/login/faskes,834,0,10
1710916356897,711,Login,200,OK,172.19.252.203:1099-Thread Group 1-4,text,true,,2057,334,4,4,https://api-stage.indonesia-hix.id/ehealth/v1/login/faskes,711,0,13
1710916356008,2063,Register,200,OK,172.19.252.203:1099-Thread Group 1-1,text,true,,1499,509,4,4,https://api-stage.indonesia-hix.id/ehealth/v1/register/faskes,2063,0,0
1710916358071,31,Login,200,OK,172.19.252.203:1099-Thread Group 1-1,text,true,,2057,334,4,4,https://api-stage.indonesia-hix.id/ehealth/v1/login/faskes,31,0,0
1710916356283,2163,Register,200,OK,172.19.252.203:1099-Thread Group 1-2,text,true,,1503,511,4,4,https://api-stage.indonesia-hix.id/ehealth/v1/register/faskes,2163,0,0
1710916358446,136,Login,200,OK,172.19.252.203:1099-Thread Group 1-2,text,true,,2057,334,4,4,https://api-stage.indonesia-hix.id/ehealth/v1/login/faskes,136,0,0
1710916357397,1898,Register,200,OK,172.19.252.203:1099-Thread Group 1-3,text,true,,1501,511,4,4,https://api-stage.indonesia-hix.id/ehealth/v1/register/faskes,1898,0,0
1710916359295,33,Login,200,OK,172.19.252.203:1099-Thread Group 1-3,text,true,,2057,334,4,4,https://api-stage.indonesia-hix.id/ehealth/v1/login/faskes,33,0,0
1710916357608,1932,Register,200,OK,172.19.252.203:1099-Thread Group 1-4,text,true,,1503,511,4,4,https://api-stage.indonesia-hix.id/ehealth/v1/register/faskes,1932,0,0
1710916359540,170,Login,200,OK,172.19.252.203:1099-Thread Group 1-4,text,true,,2057,334,4,4,https://api-stage.indonesia-hix.id/ehealth/v1/login/faskes,170,0,0
1710916358102,1950,Register,200,OK,172.19.252.203:1099-Thread Group 1-1,text,true,,1503,511,4,4,https://api-stage.indonesia-hix.id/ehealth/v1/register/faskes,1950,0,0
